Ruid,Category,Dname,NameKo,NameEn,ColorHex,GroupId
4bc2bc6b940a469385da4588b04a2835,hair,hair-1812,주황색 트윙클 헤어,,#d7622b,hair:2dadfe6e9b4a
f1b14bc01e8e4f2b819a252b523c8931,hair,hair-9080,검은색 블링 블레이 헤어,,,hair:62705add14a4
ba288bbe2e1a4dfc8651ce1dbd0bcb6d,face,face-9068,,Sapphire Face,,face:fd82fa598193
2a1bbed810044d8fa93cca3a98b944e7,hair,hair-1054,빨간색 엘로디 헤어,,#f97ea2,hair:27d46741e76c
33c53efba6ad446ebf340125f924c718,hair,hair-1275,노란색 미로 헤어,,,hair:542e08142ec7
017832c72a464d7abc61cb333dc10163,hair,hair-6255,초록색 달달베리 헤어,,#8cbb85,hair:410f2eaa8c7f
c81a1386dd104fd8bcc76ba4463533f9,hair,hair-7120,검은색 리얼블랙 헤어,,#908f9a,hair:a92c34057af9
0df420d3a8214ae5acf1ed73b0ccd77b,face,face-6168,,Gloomy Look Face,#362158,face:033b5e4d6c44
4b2ed6c822e5411a8b71a9489fb5eef3,face,face-7230,,Tender Gaze Face,#616162,face:f67e520dec52
7f2eac32e9214544822c6e8bf1f7177c,cap,cap-1005,라이온하트 배틀헬름,,#3d1e1c,
633c72326d8d4193bc33f81c1d518f44,hair,hair-9274,보라색 히어로 헤어,,#68618a,hair:0be074043ea7
e7a5810cc65d4590b2e26b87e398eb77,faceaccessory,faceaccessory-364,우울한 얼굴가면,,,
16e90a6965cd4e0993535e40e22c88ae,earaccessory,earaccessory-154,미하일의 이어링,,,
a85fc0f2cdde48d59db7120b2e40df9a,longcoat,longcoat-2566,,Aster's Bon Bon Ribbon,#161719,
8b373f0c25124c548b37cab31b9f6cb1,hair,hair-3351,초록색 차도남 헤어,,#71c600,hair:1d3368f25365
e3dc5e5bde8846e387357b56e3f0be11,face,face-3090,베이비 페이스,,#706f6e,face:e3071186fdd0
7857ced54ce3476b80a5f0f367aef958,hair,hair-2903,빨간색 바브드 레프 헤어,,#7d2f45,hair:48f03b9b090e
abf7d577cd4c44b99f3936cc612881bd,coat,coat-431,별무늬 트레이닝 상의,,#c34a54,
8d54aed9bbb944be96150315e590ef89,cap,cap-2079,뽀송송 캡,,#0c2a3c,
3390eef74c8d4389833ff5f18bdfbf6d,face,face-6793,,Champion Focus,#000000,
a33316cfd5784e539091cbd82fc868b0,cap,cap-2099,체크메이트 쥬얼,,#08080b,
0753cbbe8f9f4428ac3263b1c064006b,cape,cape-720,,Night Glimmerfox Cape,#4d0523,
caa4d6bb3f3a4a2f9adf40fb1ac6ccd4,twohandweapon,twohandedweapon-2093,,Silver Clover Battle Axe,,
1a5342b19ce34fc5acf623844cbf2b99,face,face-5701,차분한 루시드 얼굴,,#972ab1,face:289ab47f36e8
76bf92be99b44f229b4b18d2f0d3e8ee,earaccessory,earaccessory-215,,Umbral Earrings,,
4836d97ccecb49c282f093fccdbf00df,glove,glove-145,블루 코든,,#506582,glove:84033b96d2ab
223696e54ee945c7b6a06425ab0f6095,hair,hair-868,주황색 질풍 헤어,,#f03d00,hair:40ceabe495d4
25d2498f919340c68c012690c7dfed73,twohandweapon,twohandedweapon-2233,,,,
7192ac08274a40c7bc516c99428f8be3,face,face-7849,,Smug Smirk Face,#903e1d,face:b05f6316b92d
8c883705db824e15aaf44d436b42fb48,hair,hair-3391,갈색 산드라 헤어,,#b36778,hair:c7bbe3acf7ee
6becc5d33d5b4a54a98deafd3938c370,face,face-1468,프렌즈 성형,,#8c8c8c,face:cc3942efcdfe
9ce5755ee28d423483bf9599822846aa,hair,hair-11536,,Baby Angel Hair,#cd5d84,hair:3ee71f1f9c7e
3d2ad9bfee9544f180e33d185fc4d93e,longcoat,longcoat-341,블러드 메일,,#a8140e,longcoat:331f0a5b938a
989eba29d2c142ff842336bb7c7fc608,longcoat,longcoat-2508,,Combat Military Academy Uniform Pants,#aa7a56,
d66bb3a3997744d4b71f71b85efcaebe,hair,hair-5184,빨간색 봉봉 헤어,,#d8685c,hair:7c0770a12d18
946be6efb0514c2b806a3b042ce11f7a,cap,cap-2085,만지 탈,,#3d2407,
bc9111899d8e44dab46f36a6fd0053d4,twohandweapon,twohandedweapon-1213,쟈이힌 보우,,,
991df3756b2c498190d765635ca96cf3,hair,hair-3703,초록색 로맨틱 뉴젠헤어,,#617148,hair:1f88cbda2951
6174e98640f3445f8603d99e02e0025f,hair,hair-2321,빨간색 세레브,,#dc3737,hair:55f801e0e25a
57cae0b5a19c45cdad8185de0add8782,hair,hair-2102,갈색 라일락 헤어,,#864957,hair:529a1f473463
f8c80c89444c436387135ef4ff128259,hair,hair-6061,보라색 파파야 헤어,,#a448aa,hair:8f554e6cb3a6
df5c5e532abb4ceaaf32f50fe7035169,hair,hair-8818,파란색 힙한 업스타일 헤어,,#708aca,hair:29cfefbbf474
25cb407056db4afb929dd74c1c8269e0,hair,hair-952,갈색 스프링 웨이브,,#976b1b,hair:a2198a215c49
c979da18628f48db975b16b8f2dd3ca9,twohandweapon,twohandedweapon-1268,앱솔랩스 브로드엑스,,,
471f8ab3c78a4ad8bf33fe25bb727d73,face,face-7159,,Mischievous Face,,face:2e0a7f9444e6
3f43852e98f14deab1965c1e456a6519,hair,hair-9325,파란색 비숍 헤어,,#7997bf,hair:f43aa3e9fd49
86fa9ebf28854fa58af6b5e7c703489e,face,face-3783,트윙클 얼굴,,#25c3db,face:721453bd0811
285e45d6049d4c2189ed97fcba62b23c,hair,hair-8719,초록색 트렌치 헤어,,#c5c8c7,hair:d35ddc0b8bbd
282ca7d741734ecbb10b183fe56cfe6d,hair,hair-1000,주황색 빅토리 헤어,,#de8921,hair:a4f29e2a9961
189286a43f6b484e99c47bc4f42f018a,hair,hair-9406,파란색 패스파인더 헤어,,#37488e,hair:60042ba599bd
2d1e7fe960e049f2bbb98764a53624bd,face,face-6675,,Edge of Emotion,#0d0000,
8df310855c6e433f9f6fa932d0482beb,weapon,onehandedweapon-997,보라색 튜브,,,
50d7d3e97f7b4a98ae370914edd60339,face,face-7314,,Reluctant Listening Face,#2ad2cb,face:651b48dc4f09
8fe97c929675457582c5581a3b0aa48c,cap,cap-2081,심플 화이트,,#253773,
b61547cc46b340e4afdbc558909eac86,cap,cap-1370,심쿵 코끼리 인형 모자,,#72dbe9,
ab7ad14914184e269dd5d5baaef6f38c,cap,cap-3331,,Black Old Wisconsin,#39393a,cap:0f7a1808fcd4
54542e980b634ca38c6bc2893adee658,twohandweapon,twohandedweapon-156,메이플 이올렛 퀸즈핑거,,,
3135c18f607644b1b8bb538fc9a2d676,hair,hair-10125,,Orange Uie (PPL),#e5895b,hair:76db69a4bf89
6517a4edd91340858f4f49152a47959c,hair,hair-2391,검은색 첼로 헤어,,#aeaec5,hair:5f535def2ec7
658e64bc10fa46eb9b9d701b7eccdce7,hair,hair-2407,검은색 크림 와일드헤어,,#5f6569,hair:491fbd3d455a
ea504d507e544b1eb1b7992ede13de6e,weapon,onehandedweapon-2669,바삭 멍뭉이 쿠키,,,
09c266c572cc425b96b5b2b0d92defd1,weapon,onehandedweapon-12,호스맨즈,,,
582eb2c4abb84ba99871b6367816bcb2,twohandweapon,twohandedweapon-826,메이플 트레져 모울,,,
ebd1762fd6a249c9b431b1c7473d3842,face,face-9864,,Cherubic Face,#cc2032,face:d5499c27870b
44512d714c584ad98092ed0f452fda3e,hair,hair-1655,보라색 달리아 헤어,,#8c7ad7,hair:8ee6c1cce88f
d454a054a4e948a6bac1fde81bb51d7b,face,face-2912,남자얼굴18,,#5224a5,face:4ffd0eb6b52c
f7f35e4e81e848f4871abe34190531ce,hair,hair-6014,빨간색 후르츠 헤어,,#e36c91,hair:1972e925eda6
6bc1415872e04d529d35e8b3f4db7652,face,face-7752,,Xia Face,#636262,face:8e46f90abaf7
42998039a9db44c3a4fb866967748ee8,earaccessory,earaccessory-31,한쪽 은 귀고리,,,
9f6d9f1b397b4c7ba66ea5a02c709a8d,face,face-2167,불면증 얼굴,,#8d337d,face:a760b775dc9e
426aa0aeed294aefa7a8b53e1f1b9873,hair,hair-10328,,Brown Glona Hair,#a9756f,hair:f7d323c20429
c364f22f97224f73a71da34ebf21b1c8,hair,hair-4730,노란색 딸기잼 헤어,,#e9a068,hair:84c6d3de8d7a
ec97b6fca52c42c8bad39840efda473b,hair,hair-5731,검은색 노을 헤어,,#644d69,hair:131cfb78326d
f1938df8f19f4c2f896328f8d4ad2807,hair,hair-5858,노란색 층층 헤어,,#ea950f,hair:b2611baabfb8
3becbbabe8004b78a4cc25edc121b45a,hair,hair-1464,보라색 아이스 스프레이 헤어,,#9586af,hair:80eacd91b04e
1a55af32b78e48f7b3c88168f083b5ea,hair,hair-6345,보라색 페르 헤어,,#9f85c0,hair:ecdf7958a104
59152484a3bd4fd588828e32cc20f936,hair,hair-2122,검은색 부시시 펌 헤어,,,hair:65c4769a07d8
3b0737e2fda14bd28574182d62472733,twohandweapon,twohandedweapon-701,10주년 화이트 크로우,,,
378c70a3d6d1401e8ec26125557d0e52,hair,hair-1365,노란색 어쿠스틱 헤어,,#e1a003,hair:7b442b4e807a
c0cb202b95f64946bebd3b2f0c44db53,twohandweapon,twohandedweapon-2077,,Stick Cracker,,
fb043e3c449d4ed888f5b8c94fc55d1b,eyeaccessory,eyeaccessory-178,사이클롭스 아이 Lv.2,,,
6ba61d7cc8054d5faee7f82d7925d23b,longcoat,longcoat-2370,,Dark Force Mail (M),#90061b,
a5eeda251d394801a979f99683f1f6e1,hair,hair-11644,,Rambunctious Kid Hair,#d9ab72,hair:42bd87a7da04
a0c25acf477140cfbfac7bd1c8123ea9,face,face-2175,매그너스 얼굴,,#5710c6,face:abbd6bc94912
fd31c6a87b6441f38dddfef4fb728d12,hair,hair-6165,검은색 필링 헤어,,#1c1d21,hair:dcc6dc3ecb81
7c8cbffbbc3047f781ea3cf8c092baf2,face,face-8043,,Sky Face,#b2b2b2,face:9d80928c0cb1
6d559d2b20a54766b531edf8775a1ff6,weapon,onehandedweapon-3355,,,,
8b1aa958a67d424ea588813230e7f075,hair,hair-11284,,Red Dashing Kenji Hair,#ce48aa,
3ae14c7b87e64c26afe9b583a0ceddf7,face,face-781,마롱 얼굴,,#65a820,face:7afe5d25eb9d
8c313face5e34608ad28c5c380abd0e1,pants,pants-281,노란색 스노우보드복 바지,,#edb904,pants:787d889976e4
bd88e4a59f224496ae3c0a5a87798da5,hair,hair-11948,,Black Calm Wave Hair,#121212,
800808c3519c4610bffd3a51d538a186,longcoat,longcoat-1501,뉴트로 아머,,#2c9cb8,
72e470543aa4463e9fc67ce59238e50b,cape,cape-267,메이플 트레져 망토,,#665043,
1df5202bb5f24e158d6417d559db92ed,weapon,onehandedweapon-2089,노래하는 바이올린,,,
d4ea1315f31d4e1c87c25b2e86b2dd10,hair,hair-5145,주황색 고우티 헤어,,#e67400,hair:2bae1c7a20f1
9cb0b902e0e041bb8cff92e3f6806f6b,longcoat,longcoat-2522,,Camellia Flower Lovely Night Clothes,#1f0f14,longcoat:51bae6b4e4d3
b82c96c46a794c81aeaeeacb9eb9a6b0,face,face-9033,,Glona Face,#a445a7,face:c8a1b3d50910
dc817c1f62fa4c84817488d85d717b91,face,face-3001,데미안 얼굴,,#7a7a7a,face:61ede6f5be06
c2c59ec455964185aaabeea2e39b52f6,pants,pants-397,레드골드 스틸러 바지,,#d8a235,pants:4624e39bac96
14b480fb63cd43faa7b06aa1dad44b9a,twohandweapon,twohandedweapon-2212,,,,
f40cf4d93a0f4d80a923ffa8dde1e156,cap,cap-1858,다크 세라피스,,#4d4d4b,cap:a2e283bf9235
bf728f4f2dfe4e679148fe7dc949aa66,cap,cap-2128,나이트 햇,,#21212a,
be2ef88106504e0e926df716fce7d9d1,weapon,onehandedweapon-2641,청연,,,
5a47b2c1cced405abb6f50315770b217,hair,hair-10653,,Aster Hair Mod - Orange,#d97b1e,hair:e0a26fe14006
85713b06baec4fc2a03b8c95c1171a8d,hair,hair-3222,초록색 크리미 헤어,,#b6ca7e,hair:7d880b85572c
32aa4ccb4cda4222a8240754d84ade78,hair,hair-9195,파란색 썬콜 헤어,,#74a6e5,hair:0e386f536c5b
73a23ce581cd4ff0be93e8bb17a00f08,hair,hair-2766,보라색 솔솔 헤어,,#7a5881,hair:132ca8b5613f
5010d8fd1c3b46e6aa99f002f1a1375d,hair,hair-1914,초록색 베이비슈 헤어,,#5dac47,hair:4b2096241588
dfd687d166764efbb449b53bade9d40b,hair,hair-5434,초록색 허리케인 헤어,,#caca00,hair:44af7af30466
9a0c8eaa44784f2f8367f60f4effafcf,eyeaccessory,eyeaccessory-87,옐로우 투톤 선글라스,,,
9238d96825ce4224b54cb05eab1a87fd,hair,hair-11394,,Orange Pie Hair,#e46d35,hair:1d289ec44e75
6603e3ccd3a448f7a9f3e11ea81f6bd4,twohandweapon,twohandedweapon-885,샤이닝,,,
11567bf147794341a3eaa254a58a88a8,longcoat,longcoat-2048,,Royal Nurse Uniform,#9c005c,
50a5221eeabd4763bdaf30ec64e47408,cape,cape-795,,Goldensoul Cape,#976d38,cape:aa77a9347720
3f023c588fda4a7a88b90fa5a6912c1a,face,face-5845,쀼쀼 얼굴,,#9e4218,face:5955f08dba01
27c6a5e8f43f42b8b846d7906f23a605,earaccessory,earaccessory-182,,Lv. 1 Eluna Earrings (Ignore Enemy DEF),,
0b335b5c52314388a3fb40cc4bb0c626,face,face-6125,,Lunar New Year VIP Face,#d53097,face:8b56197eb370
a31440b4fada46d8ba373f54ff9a1241,pants,pants-328,와싱톤 바지,,#346494,pants:9b5a2c753539
a990e534a01f4a209528ac012fafde52,face,face-5175,뭐요 얼굴,,,face:e6a0ce158e9e
8c337eb28bc644dc839732a7965bf44b,weapon,onehandedweapon-1590,우트가르드 브레스 슈터,,,
6cbeee4652874e929d1b1aa892afb22e,hair,hair-2584,주황색 소라빵머리,,#e47002,hair:ef5e79196221
da40f69f5a934bab9b9be50ffb9d0d73,hair,hair-5273,빨간색 프린세스 헤어,,#c258b3,hair:3a2d14f91ee3
6e09e0622b824fe4afdd732ff0412e1f,hair,hair-2613,검은색 듀얼 헤어,,#3f3d3b,hair:ccb50fba38f0
e2140167dcec49988eedde70b1deb48e,cap,cap-3572,,Petite Polka Dot Pastel Violet Hat,#8461ac,
acdf3c2a6a17436ab7d0256a6351eeef,coat,coat-436,머큐리 가죽 자켓,,#3d6aab,
ecded263af0a46fd84177bf2cd849b0d,cap,cap-1784,루미너스 히어로즈 페더,,,cap:8356eeb23e1a
7aa44b691f51463d8d3c51b85c220f1e,twohandweapon,twohandedweapon-963,분노한 레이븐 보우,,,
adf14cd61e2a42e1b4083be9a94b3292,face,face-8875,,Pastel Dreams Face,#ca9fc7,face:203cf709391f
b28120e9942746328ee398431f278c22,twohandweapon,twohandedweapon-320,미스릴 가즈,,,
8e32ce49d3e546baa8df3f5c6f5651de,face,face-8332,,Munching Face,#d22b34,
c72ec8a31a6847528aabdc812e5c9d9b,longcoat,longcoat-1086,베타 세라핌,,#141f6e,
ad51f51131804ba1add11d7582cfeed0,hair,hair-11741,,Handsome Curly Hair,#aa5e6c,hair:9430e6f0943e
a3532312804049cdafaf7583e9b01458,face,face-5093,소담 얼굴,,#18a6a7,face:5e81e732bd1b
62e54928bf0f4a3fbe09ddb4cb26957b,pants,pants-197,핑크 다이아몬드 나팔진,,#d67cb6,pants:6df3761fb1e4
1363cbb96da64b4a8c46a462ee623d12,longcoat,longcoat-1972,유령 분장 한벌옷,,#212534,
d579f28f46e54a0f898e844da3b4dc0d,hair,hair-9148,빨간색 히어로 헤어,,#a02c41,hair:1ef8f1bb7881
712a21de29d04b669a7bf53521f1871e,face,face-1535,베릴 성형,,#279956,face:412dde00938d
44899cfb958c45508f716bc47ddc62ea,cap,cap-531,신난 핑크빈 모자,,#6a0c18,
294c31fddd9646329c495ab40e85c29f,weapon,onehandedweapon-2822,,FrontierC White Soul Shooter,,
d21afecba5fc45ae97802a9f8957f8d1,weapon,onehandedweapon-3179,,Boleadoras,,
50d4ec8c9e2a406db5ad1f015a4e9479,cap,cap-633,애옹이 인형모자,,#ef9e67,
51e57f0579a14d9a91f3b1be60a5fd72,glove,glove-147,골드라벨 나이트 글러브,,#b6944c,
6b02bc1d55ac4f95b07e8c2fb25e55dc,cap,cap-2566,모험가 듀얼블레이드 헤어밴드,,#c3804c,
aba026dec37b49eda3266dae2fa68aeb,face,face-8834,,Munching Face,#274bac,face:bd713fe48bb1
94a2fc387bc146cfb97e6a9250095170,weapon,onehandedweapon-2425,시그너스의 수호,,,
1310a4acdbdf44f3a944e1026085f067,hair,hair-8688,검은색 리틀 스타 헤어,,#9f96b2,hair:fb2e297da026
3993064d2160444281434d60ee66aba8,hair,hair-8566,갈색 데이즈 헤어,,#ca9ea1,hair:82f3f5d448e0
78dee4b4dfd0403390ea548f12238c0f,hair,hair-2918,주황색 숲의 요정,,#cda06f,
c4aef7ae916f475ebf7be620a56a56e2,coat,coat-496,타니아 볼레로 자켓,,#9e1616,
9e3ecb291d5942358d53e6dd3c7d1294,cap,cap-1224,새싹 바니,,#69b947,
c2b9a18a87c14e14b18b4f91834ad8de,hair,hair-4711,파란색 트윈트윈 헤어,,#2d79a8,hair:b6335614c362
ad91dc0055534d8ca404bf651f95f0b5,coat,coat-728,,Island Beads,#5c1604,
dac764d43ce747c0b07467332b469f3d,twohandweapon,twohandedweapon-381,스칼렛 다크슬레인,,,
42877a0d0003497ba87681cb096a3ce8,face,face-7086,,Bright Eyes,#3c3c3d,
b1e5841fed97467f935e4dd76a9538df,weapon,onehandedweapon-1162,워해머,,,
b2895f8bfcf042df8a64b0d38ebfb588,hair,hair-4330,초록색 도나도나 헤어,,#76b16d,hair:3d584a81292d
f715154b27bc41caa99d18f338ef0c45,shoes,shoes-1208,두근 운동화,,#481516,
0b4ab1eb808d43268d37c6148b64bc29,weapon,onehandedweapon-2783,,Override Sword,,
0d068a4e0a284d01893a95b26e0b1834,twohandweapon,twohandedweapon-1697,,FrontierC White Two-handed Sword,,
3003dc4749df494399b8a77b80f95f84,hair,hair-10104,,Black Billionaire Hair,#6e5d5e,hair:3defc61f163c
d6024dfac43146c5bb30751a27f5d8c6,hair,hair-7181,검은색 후유 헤어,,#8f8a9a,hair:0b370b720100
0896f2a8cafc4bd382c28637dc88c9bf,twohandweapon,twohandedweapon-487,승리의 날개,,,
fa7e1f96d33b4347913eb43e4cec8da9,cape,cape-962,,Honeybee's Sting,#9c400f,
0e7df3ee33fa4ae8a7f6093d0efa46fa,pants,pants-34,크레용 바지,,#f0e062,
ea2f754d54e34562b3dd06cb047adc30,face,face-9837,,Sleepy Little Devil Face,#944cc3,face:f3ed98b92341
47f3f07187ae424ca0bbe9a12aef49d4,face,face-5890,차분한 루시드 얼굴,,#11b2ca,face:701307622996
7474a0aa7de74c2fb00e40ad373797ff,twohandweapon,twohandedweapon-1918,,Dragon's Fury,,
3670df1c48fa4f2fa75a6314c5d8fba5,longcoat,longcoat-2177,,Black Overcoat of Doom,#353646,
76e1b616909f45b98a2f3bba0e00bc52,face,face-1613,여자얼굴5,,#293787,face:4493d8e40d8c
663475eeef08484699305fd0f4728107,pants,pants-205,흑진월갑주 치마,,#104064,pants:de5969774afb
2261999acccf4374af979a6a19be951a,cap,cap-270,블루 그레이스 헬멧,,#023baf,cap:ed718a99d56d
ddc22e61bb884940a03376097b0ff299,face,face-3019,미래적인 얼굴,,#9a1b2a,face:abe33cdf3e8b
c6dcc99553754a3d8f1edcd1712ea897,hair,hair-7116,노란색 안개 퍼즐 헤어,,#b67a74,hair:1217f7063513
a215c20493024baba21a894ec1afb1d8,weapon,onehandedweapon-2458,주니어 네키 무기,,,
54633537ccfb4a34ac586d5ac89ae8ed,face,face-1132,괴도 팬텀 얼굴,,#149005,face:d7d64bc56e20
523061d9aab44cebbfb173f3fd912b1f,hair,hair-10506,,Bubbly Sponge Hair,#9cc1cd,hair:0abac7d9c504
2b8ed00ebc40481db63b2aef04e1a2bb,face,face-594,울림 얼굴,,#309e35,face:e53a744482c2
5ee7bdb22713408ab35747fb940d89a1,hair,hair-10708,,not-found,#403751,hair:9da3fde8ebaf
ccf5ea173f9f4da6af0dfb6b3a670bad,eyeaccessory,eyeaccessory-247,,Divine Crow Eyepatch,,
7a1791fb11ad4a019e8ae9a9b2921963,cap,cap-3094,,Blue Well-Deserved Vacation Hat,#1fa7cf,cap:d2b2e7b4074b
612884854aa54e598618cca6b458200f,face,face-7557,,Lively Girl Face,#1cf09c,face:67d5a5d8285d
468f02811ac64441bc2bbee2a0ea2c92,pants,pants-144,블랙 스틸레스 바지,,#4a4a4a,pants:0175698348bc
19817a2518a34b4eab2920e82267b638,hair,hair-9818,,Tengu Hair,,hair:3e1ab180e3d6
5ad61a556dcb4f5e9b026fdb37cf13c6,face,face-1224,거울눈 얼굴,,#c71827,face:6e568b27539c
5a2a459a35954c709e478e7ff2aa2e43,hair,hair-2168,,not-found,#a1258f,hair:b090bbe53bfe
bbbbcc4254894f7e8676fe2c0d4666d0,earaccessory,earaccessory-92,운동회 우승팀 귀고리,,,
7d3673789a4142868f5058d377cb54d6,face,face-8055,,In My Feelings Face,#1c8997,face:a227015175ce
ac0cf74c43804b97988bd37529af8871,hair,hair-4174,파란색 컬리 스트림헤어,,#0871bf,hair:881119d98f36
028976d8b68e441e9c3750e0b7ae6119,twohandweapon,twohandedweapon-458,메이플 래티넘 파르파티,,,
9d491fe078294c4d89e5b4f5c7276bb4,weapon,onehandedweapon-1958,특제 핸드 버스터,,,
d3f029279d884067a76cd6870dab9e22,face,face-9465,,Sincere Smile Face,#c17b5a,face:a476798fb47d
bed248512ef44b37951ec98b1bfba93e,hair,hair-11971,,Shinji Hair,,hair:91e5dcfba4c2
3c5ddd9f658f4c42bb294ed3ca239091,hair,hair-10241,,Silver Updo,#120f14,
df3d230d5e854439bfdaa4d0a1d3df6b,hair,hair-12406,,Black Updo Hair,#071317,
9b350a5465f6481e9d2014216833c1b8,cap,cap-1204,눈보드레 모자,,#557bc9,
02f35ca437d24202a07e0d95742f349c,hair,hair-9545,,Ibaraki Hair,#ac00d5,hair:a9521c3b526e
ba84399462fc4e5b8d87ce3828f2ff56,face,face-2552,유리눈 얼굴,,#20aad7,face:305a8d0d740a
2f201b46d4ef411a900c7cf5dd36413c,longcoat,longcoat-2150,,Japanesque Dress,#ddd9da,longcoat:6fe3ce3ef2a0
440df0fae9f74e3691e164148de9722b,faceaccessory,faceaccessory-520,,Heart Tattoo (Cheek),,
1141b91758e54052ac1f39cfb0680574,longcoat,longcoat-96,연합 사령관 슈트,,#86736c,
5a68417e4dec47149da08486df192ee1,twohandweapon,twohandedweapon-831,스칼렛 크로스보우,,,
12cd66f530364ee5a626515c4ace9c4f,weapon,onehandedweapon-2789,,Commerci Shining Rod,,
98a318ccbf9d4ab6b86b0fa6dca3888a,longcoat,longcoat-813,다크 크리시아,,#534f44,longcoat:1e2a6045c257
32ff1302d1d04bc89bc316d560e19386,cap,cap-394,브론즈 하이드후드,,#ce8b5c,cap:b5cf89f9885f
53867b5f66ea41b58b565a84db5be6e4,longcoat,longcoat-2281,,White-Robed Warrior Outfit (M),#8ca9c4,
06dc1ba50bda4ed4a14fad070d4d458e,cape,cape-22,신문지,,#353535,
bcd98d92bbfa4494bfc22e5712d30bfc,hair,hair-4580,빨간색 신비 헤어,,#852146,hair:6cdef649d57c
a062c5e53c6f45b3994d1e688cd73ea3,twohandweapon,twohandedweapon-1502,제네시스 라피스,,,
3a3fca8a79d942cbbb75c7c95759ff8b,hair,hair-1430,보라색 삐삐머리,,#d80ad1,hair:67d720da4ca1
86f0d986c91e43dcad3369dc0d1c173b,cape,cape-309,아란의 망토,,#201811,
b68508c6e0164663950e8716815d36f6,hair,hair-4423,파란색 런웨이헤어,,#03baef,hair:9df1c809883d
96a1b52bff384528b5366000a534e9d9,twohandweapon,twohandedweapon-1062,마이스터 배틀엑스,,,
68afadaaeb0243fd9c07f930624a9078,cap,cap-828,조화의 날개,,#c9a125,
44fc6405da3840c59db7688e0f999576,face,face-3620,울림 얼굴,,,face:e53a744482c2
7375c0f064ab47459097105e7e2e6dde,faceaccessory,faceaccessory-569,,Tear Drop Face Tattoo,,
ae2246078a314e84b5c8da67d0b19298,hair,hair-4216,노란색 똑단발 헤어,,,hair:2324ecf97de0
2b40d6e00cd7430d91f28e5831711a68,longcoat,longcoat-226,궁중 개량한복,,#da9521,
f93d37058cee4736917b11b8e075f6d1,earaccessory,earaccessory-142,부스트업 귀고리,,,
bb563a7993a04bf6b084996407a77dd6,face,face-9094,,Hysteric Face,#047ddc,face:2a3fe2f923f5
a41b8ac2b5de4d0492dedb7533b361b1,face,face-2219,자신있는 얼굴,,#6d1fa7,face:d90a1aa109e5
da46799ed4e643be8691633ef32dfdba,faceaccessory,faceaccessory-645,,MV Mask,,
2030d26d6e9c47b184151e8a67a515cc,longcoat,longcoat-175,땡땡이 원피스,,#171718,
304b37025a3342529b25fab23fc04660,cap,cap-376,머리위에 월묘,,#322c1e,
4f07627ff6ad4364965a55a6c210f12f,longcoat,longcoat-2268,,Springtime Sprout Outfit,#54c6d5,longcoat:a8e57c6e6486
989eb0bd601845e9aab132264ec5fc00,faceaccessory,faceaccessory-226,[블랙] 블레이 얼굴장식,,,
869fc2aff0e0428aba8bfbec12a9c65e,hair,hair-6817,갈색 무스폼 헤어,,#c98c64,hair:dbfcdf2fb6cb
e5069e0c2c444d6a8c3d73be915857ba,hair,hair-5555,주황색 뱅업 헤어,,,hair:7d880b85572c
74b7eb1849284c7b89a82188fb48baa4,longcoat,longcoat-624,로얄 어드벤쳐 슈트,,#93150d,
512691bc39074dd1a3bec41aee8ebace,hair,hair-10508,,Pastel Cloud Hair,#f1b27a,hair:d8756e6f13f9
480a1a85cec74ad38d741498258aa8d0,hair,hair-10396,,Tomoyo Hair,,hair:67ee76a9f8ec
faed928c42fe4f8d9881407bf0a67e71,twohandweapon,twohandedweapon-2183,,Silver Clover Knuckle,,
b3a55f864fa04c749906ab34185024db,longcoat,longcoat-1541,라 루나,,#040305,
32ebe1d4da584ba8b883e5bf8276586e,cap,cap-395,그린 그레이스 헬멧,,#0e7e21,cap:ed718a99d56d
b105c859a4074874908162f3636f1072,hair,hair-4293,노란색 꼬마탐정 헤어,,#f9c000,hair:0a4bcf9e1a1a
f6965e70c15243f2a164164791d91352,cap,cap-1874,연두색 캠핑 모자,,#aab389,cap:e3fb24609dba
00b287d2607f415eb01836bab7c91cd2,cap,cap-2601,,White Hand-Knit Bunny Doll Hat,#507eaa,
899d97cbc60e43f08455f82b3f96997d,cap,cap-3162,,New Year's Lion Body,#470708,
d8ab1ecf471943ca83e9cc3d5e834abe,hair,hair-5235,노란색 에반 헤어,,,hair:fd60522eccbe
d39f25a00267433ca31dad2ce02cf823,hair,hair-5110,보라색 C컬 펌 헤어,,#5b42a0,hair:3107687fdee2
810eed30a62f4510bcb75785f4cd4390,cape,cape-845,,6th B-Day Party Ball,,cape:06538b0b7f13
2ab1fef1483f4f54b48b7fb09c52bbb9,face,face-578,우왕 얼굴,,#5834b5,face:cf6c127ce087
7b7d5bbbbd76432f9049b7486583ebc3,face,face-1685,뽀잉 얼굴,,#3a915a,face:d243a65c758d
972d5900a8be454f934d23ea775d9851,hair,hair-11464,,Aster Hair Mod - Black,,hair:e0a26fe14006
3bb6b340327142a389077244e22705c4,face,face-6950,,Gloomy Mood Face,#b2b2b2,face:355fb43070d8
b5921675173646dabf69ba533f483a85,hair,hair-11828,,Green Short Top Tail,#3e988b,hair:8b97f26e2103
0c93e40d60e94177ad3d6f744ea8223e,hair,hair-9650,,Green Charming Chinese Hair,#55b330,hair:2c4490734b77
